state,lea_or_school_name,entity_type,nces_id,tool_class,vendor,product_name,scope,campus_names_if_public,data_collected_summary,pii_or_student_content,lockdown_or_law_enforcement_notify,human_verification,status,first_public_date,last_verified_at,sources,notes,districts_csv_match,host_lea_districts_csv_match
TN,Rutherford County Schools,traditional_lea,,classroom_genai,SchoolAI,SchoolAI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.rcschools.net/apps/pages/rcsaitraining,RCS: School AI Student Spaces and Student Sidekick approved for supervised student use after training.,Rutherford County Schools,
TN,Sumner County Schools,traditional_lea,,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.sumnerschools.org/about-us/administration/legal/list-of-ai-software,On Sumner List of AI Software.,Sumner County Schools,
TN,Sumner County Schools,traditional_lea,,classroom_genai,CourseMojo,CourseMojo,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.sumnerschools.org/about-us/administration/legal/list-of-ai-software,On Sumner List of AI Software; WKRN coverage of middle-school ELA use.,Sumner County Schools,
TN,Sumner County Schools,traditional_lea,,classroom_genai,Swivl,Swivl M2,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.sumnerschools.org/about-us/administration/legal/list-of-ai-software,On Sumner List of AI Software.,Sumner County Schools,
TN,Sumner County Schools,traditional_lea,,classroom_genai,Timely,Timely,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.sumnerschools.org/about-us/administration/legal/list-of-ai-software,On Sumner List of AI Software.,Sumner County Schools,
TN,Maryville City Schools,traditional_lea,,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.wbir.com/article/news/local/maryville-blount/maryville-city-schools-ai-technology/51-a422562e-2f87-4e53-8e12-bdd17522b8c0|https://www.maryville-schools.org/about-us/news/details-page/~board/news/post/its-not-going-to-take-the-place-of-teachers-its-just-going-to-empower-them-how-ai-is-being-used-in-maryville-elementary-schools,WBIR/district news: Foundation-funded MagicSchool AI for teachers/elementary classrooms. No public exclusive ChatGPT allowlist → chatgpt remains unknown.,Maryville City Schools,
TN,Oak Ridge City Schools,traditional_lea,,classroom_genai,MagicSchool,MagicSchool AI,single_campus,Oak Ridge High School,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.wuot.org/news/2025-01-06/oak-ridge-high-school-brings-generative-ai-to-the-classroom,WUOT: Oak Ridge High School using MagicSchool for teachers/students. Not a districtwide exclusive ChatGPT allowlist → chatgpt remains unknown.,Oak Ridge City Schools,
TN,Elizabethton City Schools,traditional_lea,,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://elizabethton.com/2025/07/16/city-school-board-oks-agreement-on-ai-platform-to-assist-staff-students/|https://quorum.sparqdata.com/Public/Agenda/594?meeting=697543,Board approved 3-year ~$37.8k MagicSchool MSA (Jul 2025) for staff/students. Director noted knowledgebases may include ChatGPT/Gemini but ChatGPT not on a published exclusive allowlist → chatgpt remains unknown.,Elizabethton City Schools,
TN,Johnson City City Schools,traditional_lea,,classroom_genai,Curipod,Curipod,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.wjhl.com/news/local/johnson-city-schools-partner-with-ai-learning-platform/,WJHL: first TN district partnership with Curipod AI learning platform; DPA required. No public multi-tool ChatGPT allowlist → chatgpt remains unknown.,Johnson City City Schools,
TN,Murfreesboro City Schools,traditional_lea,,classroom_genai,CourseMojo,CourseMojo,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,"https://reflect-vod-murfreesborotn.cablecast.tv/assets/29776/July%2028,%202026%20at%206_00%20PM%20-%20Board%20of%20Education%20Regular%20Meeting.pdf|https://www.wkrn.com/news/local-news/sumner-county-schools-testing-gains-coursemojo-program/",Board approved Coursemojo AI Teaching Assistant (Jul 2026) for elementary; closed 5th/6th literacy AI. Single-vendor contract ≠ ChatGPT y/n → chatgpt remains unknown.,Murfreesboro City Schools,
TN,Anderson County Schools,traditional_lea,,classroom_genai,Kira,Kira,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,piloting,,2026-09-14,https://www.wate.com/news/education-schools/anderson-county-schools-using-ai-platform-kira/,WATE: district training teachers/admins on Kira AI to target learning gaps; student rollout planned later. ChatGPT allowlist not published → chatgpt remains unknown.,Anderson County Schools,
AL,Birmingham City Schools,traditional_lea,0100390,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.bhamcityschools.org/article/2967082|https://abc3340.com/news/local/birmingham-city-schools-trains-hundreds-of-teachers-on-ai-ahead-of-new-school-year,Districtwide AI PD day (Jun 2026) sessions include MagicSchool AI; board AI policy passed (Stephens/ABC3340).,Birmingham City Schools,
AL,Birmingham City Schools,traditional_lea,0100390,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.clearwinds.net/ai-implementation-planning-for-schools/,"IT Director Brittni Tucker podcast (Clear Winds / IT Directors, Mar 2026): Office 365 Copilot rollout as part of district AI program.",Birmingham City Schools,
AL,Tuscaloosa City Schools,traditional_lea,0103360,classroom_genai,Google,Google Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://abc3340.com/news/local/tcs-implements-artificial-intelligence|https://www.cbs42.com/news/artificial-intelligence-integrating-into-tuscaloosa-city-schools/,Staff training / thought-partner use of Google Gemini chatbots reported (ABC3340 Nov 2025); Position Statement allows vetted AI with academic honesty.,Tuscaloosa City Schools,
SC,Charleston County School District,traditional_lea,4501440,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,2026-01-01,2026-09-14,https://www.live5news.com/2026/08/20/charleston-county-school-district-launches-ai-resource-hub/|https://www.postandcourier.com/education-lab/charleston-county-schools-ai-classrooms/article_4e83cd49-5fac-4577-9f52-951dd6e47cea.html,One-year MagicSchool pilot; only district-approved staff pedagogical GenAI (Clamp Live5 Aug 2026). ~$210k contract / ~$310k AI initiative (Post and Courier).,Charleston County School District,
SC,Greenville County Schools,traditional_lea,4502310,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.foxcarolina.com/2026/06/16/greenville-county-schools-rolls-out-new-limits-classroom-devices-ai-use/|https://greenvillejournal.com/news/greenville-county-schools-works-to-reduce-screen-time-in-classrooms/|https://www.greenville.k12.sc.us/rms/Upload/Uploads/PolicyUpdateFlyerSY2026.pdf,Only currently authorized generative AI platform for grades 6–12 with teacher permission; K–5 GenAI banned (Admin Rule IA / press).,Greenville County Schools,
SC,Horry County Schools,traditional_lea,4502490,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.wbtw.com/news/grand-strand/horry-county/horry-county-schools-blending-ai-into-classrooms/|https://wpde.com/news/local/magic-school-ai-schools-artificial-intelligence-horry-county-south-carolina-detector-students-documents|https://businessviewmagazine.com/horry-county-schools/,Teacher MagicSchool deployment; ChatGPT blocked on school Wi-Fi/devices; student MagicSchool planned after training (WBTW/WPDE).,Horry County Schools,
SC,Florence School District One,traditional_lea,4502130,classroom_genai,Google,Google Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.wmbfnews.com/2025/03/18/florence-school-district-1-investing-500m-into-ai-initiative/|https://wpde.com/news/local/florence-district-1-pioneers-ai-policy-investing-nearly-500k-in-educational-technology,Board-approved AI platform set (~$500k): Gemini + Khanmigo + MagicSchool; ChatGPT not listed.,Florence School District One,
SC,Florence School District One,traditional_lea,4502130,ai_tutoring_platform,Khan Academy,Khanmigo,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.wmbfnews.com/2025/03/18/florence-school-district-1-investing-500m-into-ai-initiative/|https://wpde.com/news/local/florence-district-1-pioneers-ai-policy-investing-nearly-500k-in-educational-technology,Board-approved for grades 6–12 tutoring / individualized assessments as part of ~$500k AI initiative.,Florence School District One,
SC,Florence School District One,traditional_lea,4502130,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.wmbfnews.com/2025/03/18/florence-school-district-1-investing-500m-into-ai-initiative/|https://www.f1s.org/our-district/district-highlights/magazine,Board-approved; elementary emphasis + teacher tools within MagicSchool suite.,Florence School District One,
SC,Beaufort County School District,traditional_lea,4501110,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,2024-09-01,2026-09-14,https://beaufortcountyschooldistrict.diligent.community/document/72bb39e9-1f35-49b2-833a-d1167dfa62ee/|https://beaufortcountyschooldistrict.community.diligentoneplatform.com/document/e3a4d494-0d79-4188-a38d-13c692d2b296/,FY25 purchase decision: MagicSchool as primary instructional AI resource for teachers/students introduction.,Beaufort County School District,
SC,Berkeley County School District,traditional_lea,4501170,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://thedanielislandnews.com/news/teaching-tool-or-shortcut|https://creators.spotify.com/pod/profile/bcsdsquadcast00/episodes/109-Kickstart-Your-School-Year-with-MagicSchool-AI-e36ig61,AI Navigator guide + Innovation Squadcast PD episodes on MagicSchool; district experimenting with MagicSchool for lesson planning/writing coaching.,Berkeley County School District,
SC,Lexington-Richland School District Five,traditional_lea,4502820,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.lexrich5.org/departments/office-of-academics/artificial-intelligence|https://cspneagles.com/news/2026/01/05/14191/|https://www.wltx.com/article/news/local/lexington-richland-five-school-district-ai-magic-school/101-8f2298aa-8a7b-4897-a1e0-7a6617efdf8c,District AI page provides MagicSchool for staff and students (not mandatory); Oct 2025 policy makes MagicSchool the only approved AI option on Chromebooks.,Lexington-Richland School District Five,
SC,York School District 1,traditional_lea,4503810,ai_tutoring_platform,Amira Learning,Amira,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.york.k12.sc.us/departments/instruction/artificial-intelligence-ai,On YSD1 published approved Generative AI tools list (student + teacher hubs).,York School District 1,
SC,York School District 1,traditional_lea,4503810,classroom_genai,Canva,Canva AI Tools,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.york.k12.sc.us/departments/instruction/artificial-intelligence-ai,On YSD1 published approved Generative AI tools list.,York School District 1,
SC,York School District 1,traditional_lea,4503810,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.york.k12.sc.us/departments/instruction/artificial-intelligence-ai,On YSD1 published approved Generative AI tools list (as Copilot).,York School District 1,
SC,York School District 1,traditional_lea,4503810,classroom_genai,Curipod,Curipod,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.york.k12.sc.us/departments/instruction/artificial-intelligence-ai,On YSD1 published approved Generative AI tools list.,York School District 1,
SC,York School District 1,traditional_lea,4503810,classroom_genai,Diffit,Diffit,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.york.k12.sc.us/departments/instruction/artificial-intelligence-ai,On YSD1 published approved Generative AI tools list.,York School District 1,
SC,York School District 1,traditional_lea,4503810,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.york.k12.sc.us/departments/instruction/artificial-intelligence-ai,On YSD1 published approved Generative AI tools list (MagicSchoolAI).,York School District 1,
SC,Anderson School District Four,traditional_lea,4500870,classroom_genai,Google,Google Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.andersonobserver.com/news/as-school-bells-ring-local-school-districts-are-working-to-implement-ai-into-curriculum,Supt Christopher (Anderson Observer): all students have access to Gemini integrated into district resources.,Anderson School District Four,
SC,Anderson School District Five,traditional_lea,4500900,classroom_genai,Google,Google Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.andersonobserver.com/news/as-school-bells-ring-local-school-districts-are-working-to-implement-ai-into-curriculum,eLearning lead Baldwin (Anderson Observer): Gemini integration into Google Classroom for teacher rubrics/differentiation.,Anderson School District Five,
SC,York School District 2 (Clover),traditional_lea,4503840,classroom_genai,SchoolAI,SchoolAI,pilot,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,pilot,,2026-09-14,https://www.postandcourier.com/york-county/news/york-county-school-districts-ai-technology/article_add6b5ac-f5c0-49cc-a8c9-0caab8afd943.html,SchoolAI pilot reported (Post and Courier York County AI coverage); board AI policy still drafting.,York School District 2 (Clover),
SC,York School District 4 (Fort Mill),traditional_lea,4503900,classroom_genai,Google,Google Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.postandcourier.com/york-county/news/york-county-school-districts-ai-technology/article_add6b5ac-f5c0-49cc-a8c9-0caab8afd943.html,Teachers completing Gemini training alongside district Generative AI guidelines (Post and Courier).,York School District 4 (Fort Mill),
SC,Lexington School District One,traditional_lea,4502700,classroom_genai,Google,Google Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://resources.finalsite.net/images/v1753218150/lexington1net/hh9joqxlh56kid5roj0b/BT20261GoogleWorkspaceforEducationandGeminiLicenses1.pdf|https://www.lexington1.net/departments/procurement/solicitations-awards,District solicitation BT2026.1 for Google Workspace for Education and Gemini licenses (Aug 2025–2028 term).,Lexington School District One,
SC,York School District 1,traditional_lea,4503810,classroom_genai,SchoolAI,SchoolAI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.york.k12.sc.us/departments/instruction/artificial-intelligence-ai,On YSD1 published approved Generative AI tools list.,York School District 1,
